,OFC-lh,F1-lh,F2-lh,F3-lh,F4-lh,SMC-lh,P1-lh,P2-lh,Cing1-lh,Cing2-lh,T1-lh,T2-lh,T3-lh,T4-lh,O1-lh,O2-lh,OFC-rh,F1-rh,F2-rh,F3-rh,F4-rh,SMC-rh,P1-rh,P2-rh,Cing1-rh,Cing2-rh,T1-rh,T2-rh,T3-rh,T4-rh,O1-rh,O2-rh
30,0.0,0.0,0.0,0.0,0.0,0.0,0.9901338971106413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009866102889358703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.048515568428674875,0.0,0.0,0.0,0.0,0.40260680666183923,0.4542601979242095,0.0,0.09461742698527636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.2548853016142736,0.5185499858397055,0.0,0.0,0.0,0.0,0.0,0.0,0.2259983007646559,0.0005664117813650524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8832576903681291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1167423096318709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009933009933009933,0.0,0.0,0.0,0.0,0.0,0.0,0.2975282975282975,0.6925386925386925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1501572327044025,0.0,0.8498427672955975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787878787878788,0.0,0.0,0.0,0.021212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.1008557457212714,0.0,0.0,0.0,0.0,0.0,0.1928484107579462,0.2882029339853301,0.08160146699266503,0.3364914425427873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045021438780371605,0.43735111958075273,0.5176274416388756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13426662424435254,0.6589245943366211,0.1924912503977092,0.014317531021317213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025596421471172963,0.0,0.0,0.0,0.2820576540755467,0.0,0.6923459244532804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
